epoch,0_conv_1x1_parts_acc,0_conv_1x1_parts_loss,1_conv_1x1_parts_acc,1_conv_1x1_parts_loss,loss
0,0.08648681640625,1.7717260122299194,0.076385498046875,1.674699068069458,3.446424961090088
