epoch,0_conv_1x1_parts_acc,0_conv_1x1_parts_loss,1_conv_1x1_parts_acc,1_conv_1x1_parts_loss,loss
0,0.10791015625,1.7952240705490112,0.08575439453125,1.9358115196228027,3.7310357093811035
