epoch,0_conv_1x1_parts_acc,0_conv_1x1_parts_loss,1_conv_1x1_parts_acc,1_conv_1x1_parts_loss,loss
0,0.06610107421875,2.0748887062072754,0.080963134765625,1.9219419956207275,3.996830701828003
