epoch,0_conv_1x1_parts_acc,0_conv_1x1_parts_loss,1_conv_1x1_parts_acc,1_conv_1x1_parts_loss,loss
0,0.046417236328125,1.9752662181854248,0.0771484375,1.68709397315979,3.662360191345215
