epoch,0_conv_1x1_parts_acc,0_conv_1x1_parts_loss,1_conv_1x1_parts_acc,1_conv_1x1_parts_loss,loss
0,0.067657470703125,1.859793782234192,0.0736083984375,1.7502210140228271,3.6100149154663086
