epoch,0_conv_1x1_parts_acc,0_conv_1x1_parts_loss,1_conv_1x1_parts_acc,1_conv_1x1_parts_loss,loss
0,0.08831787109375,1.9515790939331055,0.089569091796875,1.8972680568695068,3.8488471508026123
